Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
143,1819167902889283584,3bee9dc4-f1df-4957-b9be-ea6777228bea,Sigmatex 7、Sigmatex 10," Sigmatex 7, Sigmatex 10",kg,7/16/2024,7/16/2024,7/12/2029,European Union Countries,,Description: Sigmatex 7 and Sigmatex 10 are widely applicable interior wall paints based on acrylic dispersion.,The International EPD® System,,https://www.environdec.com/library/epd15264,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:26:41.211169,
144,1819168071122817024,9fa25386-7473-4372-a934-8b459e5bba4a,Soprastick venti tf,SOPRASTICK VENTI TF,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: Self-adhesive membrane with a vapour-pressure and tension dispersion system, composed of elastomer modified bitumen and a composite polyester reinforcement. Used as a base layer within a multi-layer waterproofing system on surfaces where partial adhesion is required. The upper surface is finished with talcum/sand. The lower surface is provided with self-adhesive bitumen stripes alternated with non-stick stripes protected by a silicone release film. The overlap is partly self-adhesive (to prevent flame transmission) and partly torchable with flame or hot air. Energy consumption and used ancillary materials during installation are considered and are based on the average installation scenario of the product. The installation phase includes 10% overlapping material. The membrane has a reference service life of 70 YEARS, if combined with Soprema top layer.",The International EPD® System,,https://www.environdec.com/library/epd13748,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:27:21.321132,
145,1819168237909315584,29476c11-5dd6-43df-b28b-95a9063b3e50,"PPG Tikkurila Temafloor 200 底漆(G86), PPG Tikkurila Temafloor 200 硬化剂(G86), PPG Tikkurila Temafloor 210 底漆(G33), PPG Tikkurila Temafloor 210 硬化剂(G33), PPG Tikkurila Temafloor 400 底漆(G86), PPG Tikkurila Temafloor 400 硬化剂(G86)","PPG Tikkurila Temafloor 200 Primer(G86), PPG Tikkurila Temafloor 200 Hardener(G86), PPG Tikkurila Temafloor 210 Clear(G33), PPG Tikkurila Temafloor 210 Hardener(G33), PPG Tikkurila Temafloor 400(G86), PPG Tikkurila Temafloor 400 Hardener(G86)",kg,,,2029-06-12,European Union Countries,,"Description: This is a two-component, solvent-free epoxy varnish designed for concrete floors. The product suite includes PPG Tikkurila Temafloor 200 Primer and Hardener, PPG Tikkurila Temafloor 210 Clear and Hardener, and PPG Tikkurila Temafloor 400 and Hardener.",The International EPD® System,,https://www.environdec.com/library/epd14225,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:28:01.086192,
146,1819168314602164224,86d0bd2e-847d-459c-ae0d-cfbe2b643d61,Masterlite Pro Eco（140 毫米）,Masterlite Pro Eco(140mm),L,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd12357,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:28:19.371676,
147,1819168387000045568,4b5a82ee-7bcb-4631-9fb1-8d96fdf38838,高品质装饰性防霉墙面漆（UN CPC 35110）,High Quality Decorative AntiFungicidal Wall Paint (UN CPC 35110),kg,,,,,,"Description: This is a high-quality decorative anti-fungicidal wall paint based on acrylic and vinyl resins, featuring a silk finish. It is suitable for both interior and exterior decoration and protection. The paint inhibits the growth of fungi and mould (certified), promotes hygiene through good washability, and has unsaponifiable properties. Additionally, it offers good color retention, water vapor permeability, and excellent resistance to weather. The paint also displays good adhesion, flow, and drying properties.",The International EPD® System,,https://www.environdec.com/library/epd14652,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:28:36.632548,
148,1819168475353059328,cf141b6a-f526-4448-a0e2-465235c0f5f2,丙烯酸共聚物树脂装饰面漆（35110）,Acrylic Copolymer Resin Decorative Finish (35110),kg,,,,Saudi Arabia,,"Description: High quality traditional decorative finish based on acrylic copolymer resins with treated fibers, to provide a natural clay old finish. Traditional finish suitable for both exterior and interior use, resembling old clay houses. Features good color retention and can be used to create a variety of designs. Offers good weather resistance and adhesion properties, effectively hiding small substrate imperfections. The product is almost odorless and easy to apply.",The International EPD® System,,https://www.environdec.com/library/epd14653,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:28:57.697085,
149,1819168767586996224,9d90530d-4659-440c-8ce4-807720caee5c,墙面漆 (35110), Wall Paint (35110),kg,,,,Saudi Arabia,,"Description: This is a quality decorative anti-fungicidal wall paint based on acrylic copolymer resins. It is suitable for both interior and exterior use and inhibits the growth of fungi and mould (certified). The paint has good color retention properties, is water vapor permeable, and offers good hiding opacity. Additionally, it demonstrates good adhesion, flow, and leveling properties, along with good wash and scrub resistance.",The International EPD® System,,https://www.environdec.com/library/epd14651,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:30:07.371860,
150,1819168899762098176,c4fac1d7-b4b8-4e23-9408-543d9303eae2,PPG Tikkurila Temafloor 200W 底漆和固化剂,PPG Tikkurila Temafloor 200W Primer and Hardener,kg,,,2029-06-13,European Union Countries,,"Description: This is a two-component, solvent-free epoxy primer suitable for priming damp concrete.",The International EPD® System,,https://www.environdec.com/library/epd14447,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:30:38.884149,
151,1819169058583613440,a4e8fab6-c43a-48f2-b7d1-7fba69c226bb,SOPRAROCK 2500,SOPRAROCK YEP 2500,Not,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: The SOPRAROCK YEP 2500 is a membrane composed of elastomeric modified bitumen and a composite polyester reinforcement. It is used as a base layer within a multi-layer waterproofing system on pitched roofs. The upper and lower surface are finished with talcum/sand. The self-adhesive overlap on the upper and lower surface are protected by a silicone release film. The product also exists in a version with no overlap. The membrane has a reference service life of 70 years, when combined with a Soprema top layer.",The International EPD® System,,https://www.environdec.com/library/epd13739,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:31:16.750860,
152,1819169369691918336,57852056-3796-4a2e-a364-be451b5dea82,索普莱彻 Sl 400,SOPRATORCH SL 400,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: The SOPREMA Group has been developing and diversifying its activities, worldwide, by including, over the years, additional operations to its traditional trade, waterproofing. By becoming the world leader in waterproofing solutions, the group is today a key player in the construction sector. SOPREMA was created in 1908 as an independent family group and now operates all around the world with 101 manufacturing plants, more than 100 subsidiaries, and more than 4,000 distributors. 

The product, SOPRATORCH SL 400, is a membrane composed of elastomer modified bitumen and a non-woven polyester reinforcement. It is used as an upper layer within a single or multi-layer waterproofing system. The upper surface is finished with slates and the overlap is protected by a thermofusible film. The lower surface is also protected by a thermofusible film. The membrane has a reference service life of 70 years.",The International EPD® System,,https://www.environdec.com/library/epd13729,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:32:30.924712,
153,1819169575166676992,b1b0641b-5b06-454c-bc6b-4db2a78a46d3,南山工业铝型材系列（6063工业用）、南山工业铝型材系列（6063A工业用）、南山工业铝型材系列（6082工业用）、南山工业铝型材系列（6005工业用）、南山工业铝型材系列（6005A工业用）、南山工业铝型材系列（6061工业用）,"Nanshan Industrial Aluminium Profile Series (6063 for industrial use), Nanshan Industrial Aluminium Profile Series (6063A for industrial use), Nanshan Industrial Aluminium Profile Series (6082 for industrial use), Nanshan Industrial Aluminium Profile Series (6005 for industrial use), Nanshan Industrial Aluminium Profile Series (6005A for industrial use), Nanshan Industrial Aluminium Profile Series (6061 for industrial use)",kg,,,2028-12-07,,,,The International EPD® System,,https://www.environdec.com/library/epd10544,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:33:19.913901,
154,1819169709581537280,2946b2c9-f557-4699-bfd9-752c526c9056,SOPRALENE TECHNO VENTI 4 AF C1 FR,SOPRALENE TECHNO VENTI 4 AF C1 FR,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: This is a membrane with a vapor-pressure and tension dispersion system, composed of elastomer modified bitumen with fire retardant additives and a composite polyester reinforcement. Used as a single layer waterproofing system on surfaces where fire retardant properties and partial adhesion are required. The upper surface is finished with slates and the overlap is protected by a thermofusible film. The lower surface is provided with thermofusible bitumen stripes alternated with non-stick stripes protected by a thermofusible film.",The International EPD® System,,https://www.environdec.com/library/epd13726,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:33:51.960612,
155,1819169857405587456,bbdded04-9120-4436-9cc1-2c2ec52c1482,反岩石 4 TF C1,ANTIROCK 4 TF C1,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: The SOPREMA Group has been developing and diversifying its activities, worldwide, by including, over the years, additional operations to its traditional trade, waterproofing. By becoming the world leader in waterproofing solutions, the group is today a key player in the construction sector. SOPREMA was created in 1908 as an independent family group and now operates globally with 101 manufacturing plants, more than 100 subsidiaries, and over 4,000 distributors. The product, ANTIROCK 4 TF C1, is a membrane composed of elastomer modified bitumen and a composite polyester reinforcement. It is used as a single-layer waterproofing system, underneath asphalt concrete or mastic asphalt, for civil works and car parks. The upper surface is finished with talcum/sand and the overlap is protected by a thermofusible film. The lower surface is also protected by a thermofusible film. The membrane has a reference service life of 70 years, if combined with Soprema top layer.",The International EPD® System,,https://www.environdec.com/library/epd13732,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:34:27.204701,
156,1819170096912928768,0fe875dc-3cc1-40dd-859b-7dcb6faee8a6,柔性通风管 GG 650(GG),Flexible Ventilation Duct GG 650(GG),m²,2024-07-03,2024-07-03,2029-07-02,Europe,,Description: The Flexible Ventilation Duct G&G 650 is a PVC coated fabric designed specifically for ventilation ducting. It is suitable for high-pressure ventilation ducting to supply positive pressure in the rigorous conditions of underground mine and tunnel ventilation. The duct features coupling with the Easy Joint Patented System or any other couplings upon request.,The International EPD® System,,https://www.environdec.com/library/epd14303,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:35:24.307622,
157,1819170169268867072,080ab280-e578-4d2b-a8b1-ecbb4d56a6b5,混凝土钢筋产品（4124）,Steel Reinforcement Product for Concrete (4124),tonne,2023-12-15,2023-12-15,2028-12-11,Europe,,"Description: This Environmental Product Declaration is for the Steel reinforcement product for concrete manufactured by GRUPO CELSA. It is used as passive reinforcement for concrete reinforcement in the construction sector. The steel rebar is made from corrugated steel in rolls and bars, adhering to the specifications of the material. Standards applicable include Norma UNE 36831 for reinforcing steel for concrete structures, covering cutting, bending, and placement of bars and welded fabric. The product falls under the UN CPC code 4124 for Bars and wire rods, hot-rolled, of iron or steel. The geographical scope is Europe, with products produced in Spain but usable across the continent.",The International EPD® System,,https://www.environdec.com/library/epd11656,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:35:41.558960,
